date,site,parameter,index_value,description,health_advisory,health_effects
2020-07-16,Lawrenceville 2,SO2,2,Good,,
2020-07-16,South Fayette,SO2,3,Good,,
2020-07-17,Parkway East,CO,9,Good,,
2020-07-17,Harrison Township,OZONE,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-17,South Fayette,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-17,Glassport High Street,PM10,22,Good,,
2020-07-17,Parkway East,PM25T,33,Good,,
2020-07-17,Avalon,SO2,0,Good,,
2020-07-17,Liberty,SO2,34,Good,,
2020-07-17,Lawrenceville 2,CO,3,Good,,
2020-07-17,Lawrenceville,OZONE,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-17,Liberty 2,PM10,22,Good,,
2020-07-17,Avalon,PM25T,35,Good,,
2020-07-17,Parkway East,NO2,24,Good,,
2020-07-17,Liberty 2,PM25T,47,Good,,
2020-07-17,Flag Plaza,CO,3,Good,,
2020-07-17,Harrison Township,NO2,24,Good,,
2020-07-17,Lincoln,PM25,44,Good,,
2020-07-17,North Braddock,SO2,3,Good,,
2020-07-17,Flag Plaza,PM10,20,Good,,
2020-07-17,North Braddock,PM10B,44,Good,,
2020-07-17,Lawrenceville 2,SO2,1,Good,,
2020-07-17,South Fayette,SO2,4,Good,,
2020-07-18,Parkway East,CO,39,Good,,
2020-07-18,Lawrenceville,OZONE,77,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-18,Glassport High Street,PM10,19,Good,,
2020-07-18,North Braddock,PM10B,50,Good,,
2020-07-18,Parkway East,NO2,30,Good,,
2020-07-18,Harrison Township,OZONE,46,Good,,
2020-07-18,South Fayette,OZONE,49,Good,,
2020-07-18,Lincoln,PM10,22,Good,,
2020-07-18,Flag Plaza,PM10,16,Good,,
2020-07-18,Lincoln,PM25,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-18,Avalon,PM25T,40,Good,,
2020-07-18,Lawrenceville 2,CO,4,Good,,
2020-07-18,Liberty 2,PM10,30,Good,,
2020-07-18,Harrison Township,NO2,12,Good,,
2020-07-18,North Braddock,SO2,44,Good,,
2020-07-18,Flag Plaza,CO,5,Good,,
2020-07-18,Liberty 2,PM25T,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-18,Avalon,SO2,3,Good,,
2020-07-18,Liberty,SO2,31,Good,,
2020-07-18,Parkway East,PM25T,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-18,Lawrenceville 2,SO2,6,Good,,
2020-07-18,South Fayette,SO2,6,Good,,
2020-07-19,Lawrenceville 2,CO,4,Good,,
2020-07-19,Parkway East,CO,16,Good,,
2020-07-19,Harrison Township,OZONE,48,Good,,
2020-07-19,Lawrenceville,OZONE,44,Good,,
2020-07-19,Glassport High Street,PM10,22,Good,,
2020-07-19,Liberty 2,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-19,South Fayette,OZONE,44,Good,,
2020-07-19,Liberty 2,PM10,31,Good,,
2020-07-19,North Braddock,PM10B,50,Good,,
2020-07-19,Avalon,SO2,3,Good,,
2020-07-19,Flag Plaza,PM10,19,Good,,
2020-07-19,Lincoln,PM25,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-19,Lawrenceville 2,SO2,3,Good,,
2020-07-19,South Fayette,SO2,6,Good,,
2020-07-19,Flag Plaza,CO,5,Good,,
2020-07-19,Parkway East,PM25T,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-19,Harrison Township,NO2,8,Good,,
2020-07-19,Parkway East,NO2,19,Good,,
2020-07-19,North Braddock,SO2,39,Good,,
2020-07-19,Lincoln,PM10,25,Good,,
2020-07-19,Avalon,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-19,Liberty,SO2,31,Good,,
2020-07-20,Liberty,SO2,6,Good,,
2020-07-20,South Fayette,SO2,7,Good,,
2020-07-20,Harrison Township,NO2,15,Good,,
2020-07-20,Harrison Township,OZONE,47,Good,,
2020-07-20,Lincoln,PM25,40,Good,,
2020-07-20,Parkway East,PM25T,35,Good,,
2020-07-20,North Braddock,SO2,4,Good,,
2020-07-20,Flag Plaza,PM10,17,Good,,
2020-07-20,Avalon,PM25T,28,Good,,
2020-07-20,Liberty 2,PM25T,30,Good,,
2020-07-20,Parkway East,CO,7,Good,,
2020-07-20,South Fayette,OZONE,44,Good,,
2020-07-20,Avalon,SO2,1,Good,,
2020-07-20,Glassport High Street,PM10,19,Good,,
2020-07-20,Lincoln,PM10,24,Good,,
2020-07-20,Lawrenceville 2,CO,2,Good,,
2020-07-20,Parkway East,NO2,12,Good,,
2020-07-20,Lawrenceville,OZONE,44,Good,,
2020-07-20,Liberty 2,PM10,24,Good,,
2020-07-20,Flag Plaza,CO,3,Good,,
2020-07-20,Lawrenceville 2,SO2,4,Good,,
2020-07-20,North Braddock,PM10B,36,Good,,
2020-07-21,Lawrenceville 2,CO,3,Good,,
2020-07-21,Lawrenceville,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-21,Liberty 2,PM10,17,Good,,
2020-07-21,Parkway East,PM25T,46,Good,,
2020-07-21,Parkway East,CO,10,Good,,
2020-07-21,Harrison Township,OZONE,50,Good,,
2020-07-21,South Fayette,OZONE,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-21,Flag Plaza,PM10,19,Good,,
2020-07-21,Avalon,SO2,3,Good,,
2020-07-21,Lawrenceville,PM25B,36,Good,,
2020-07-21,Avalon,PM25T,44,Good,,
2020-07-21,Lincoln,PM10,19,Good,,
2020-07-21,Liberty 2,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-21,Liberty,SO2,20,Good,,
2020-07-21,Flag Plaza,CO,4,Good,,
2020-07-21,Lawrenceville 2,SO2,5,Good,,
2020-07-21,Harrison Township,NO2,14,Good,,
2020-07-21,Parkway East,NO2,22,Good,,
2020-07-21,North Braddock,SO2,10,Good,,
2020-07-21,Glassport High Street,PM10,19,Good,,
2020-07-21,North Braddock,PM10B,31,Good,,
2020-07-21,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-21,South Fayette,SO2,6,Good,,
2020-07-22,Lawrenceville,OZONE,42,Good,,
2020-07-22,Glassport High Street,PM10,20,Good,,
2020-07-22,Lawrenceville 2,CO,2,Good,,
2020-07-22,Parkway East,NO2,14,Good,,
2020-07-22,Liberty 2,PM10,16,Good,,
2020-07-22,Lincoln,PM10,19,Good,,
2020-07-22,Liberty 2,PM25T,28,Good,,
2020-07-22,Parkway East,CO,7,Good,,
2020-07-22,Harrison Township,OZONE,44,Good,,
2020-07-22,South Fayette,OZONE,44,Good,,
2020-07-22,Flag Plaza,PM10,19,Good,,
2020-07-22,Avalon,PM25T,24,Good,,
2020-07-22,Avalon,SO2,1,Good,,
2020-07-22,North Braddock,PM10B,33,Good,,
2020-07-22,Parkway East,PM25T,35,Good,,
2020-07-22,Liberty,SO2,6,Good,,
2020-07-22,South Fayette,SO2,4,Good,,
2020-07-22,Harrison Township,NO2,11,Good,,
2020-07-22,Lincoln,PM25,38,Good,,
2020-07-22,North Braddock,SO2,3,Good,,
2020-07-22,Flag Plaza,CO,3,Good,,
2020-07-22,Lawrenceville 2,SO2,2,Good,,
2020-07-23,Parkway East,CO,8,Good,,
2020-07-23,Harrison Township,OZONE,33,Good,,
2020-07-23,Flag Plaza,PM10,12,Good,,
2020-07-23,Lincoln,PM25,45,Good,,
2020-07-23,Avalon,PM25T,35,Good,,
2020-07-23,Lawrenceville 2,CO,2,Good,,
2020-07-23,Liberty 2,PM10,12,Good,,
2020-07-23,Lincoln,PM10,19,Good,,
2020-07-23,South Fayette,SO2,1,Good,,
2020-07-23,Lawrenceville,OZONE,32,Good,,
2020-07-23,Glassport High Street,PM10,10,Good,,
2020-07-23,North Braddock,PM10B,25,Good,,
2020-07-23,Harrison Township,NO2,8,Good,,
2020-07-23,Parkway East,NO2,13,Good,,
2020-07-23,Lawrenceville 2,SO2,2,Good,,
2020-07-23,North Braddock,SO2,1,Good,,
2020-07-23,Flag Plaza,CO,2,Good,,
2020-07-23,South Fayette,OZONE,34,Good,,
2020-07-23,Liberty 2,PM25T,32,Good,,
2020-07-23,Avalon,SO2,0,Good,,
2020-07-23,Liberty,SO2,11,Good,,
2020-07-23,Parkway East,PM25T,36,Good,,
2020-07-24,North Braddock,PM10B,19,Good,,
2020-07-24,Parkway East,PM25T,34,Good,,
2020-07-24,Lawrenceville 2,SO2,1,Good,,
2020-07-24,South Fayette,SO2,4,Good,,
2020-07-24,Harrison Township,OZONE,46,Good,,
2020-07-24,Flag Plaza,PM10,12,Good,,
2020-07-24,Lincoln,PM25,33,Good,,
2020-07-24,Avalon,PM25T,25,Good,,
2020-07-24,Liberty 2,PM25T,27,Good,,
2020-07-24,Parkway East,CO,9,Good,,
2020-07-24,South Fayette,OZONE,49,Good,,
2020-07-24,Avalon,SO2,0,Good,,
2020-07-24,Lawrenceville 2,CO,2,Good,,
2020-07-24,Lawrenceville,OZONE,49,Good,,
2020-07-24,Liberty 2,PM10,12,Good,,
2020-07-24,Lincoln,PM10,19,Good,,
2020-07-24,Flag Plaza,CO,3,Good,,
2020-07-24,Glassport High Street,PM10,13,Good,,
2020-07-24,Liberty,SO2,3,Good,,
2020-07-24,Harrison Township,NO2,17,Good,,
2020-07-24,Parkway East,NO2,13,Good,,
2020-07-24,North Braddock,SO2,1,Good,,
2020-07-25,Avalon,PM25T,39,Good,,
2020-07-25,Liberty 2,PM25T,39,Good,,
2020-07-25,Flag Plaza,PM10,15,Good,,
2020-07-25,Lincoln,PM10,22,Good,,
2020-07-25,South Fayette,SO2,4,Good,,
2020-07-25,Flag Plaza,CO,3,Good,,
2020-07-25,Harrison Township,OZONE,50,Good,,
2020-07-25,South Fayette,OZONE,50,Good,,
2020-07-25,Avalon,SO2,0,Good,,
2020-07-25,Liberty,SO2,4,Good,,
2020-07-25,Parkway East,PM25T,36,Good,,
2020-07-25,Lincoln,PM25,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-25,Lawrenceville 2,SO2,1,Good,,
2020-07-25,Harrison Township,NO2,24,Good,,
2020-07-25,Parkway East,NO2,13,Good,,
2020-07-25,North Braddock,SO2,1,Good,,
2020-07-25,Parkway East,CO,9,Good,,
2020-07-25,Glassport High Street,PM10,11,Good,,
2020-07-25,Lawrenceville 2,CO,3,Good,,
2020-07-25,Lawrenceville,OZONE,49,Good,,
2020-07-25,Liberty 2,PM10,16,Good,,
2020-07-25,North Braddock,PM10B,20,Good,,
2020-07-26,Lawrenceville 2,CO,4,Good,,
2020-07-26,Liberty 2,PM10,26,Good,,
2020-07-26,Avalon,PM25T,45,Good,,
2020-07-26,Lincoln,PM10,23,Good,,
2020-07-26,Parkway East,CO,16,Good,,
2020-07-26,Harrison Township,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-26,South Fayette,OZONE,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-26,Avalon,SO2,1,Good,,
2020-07-26,Flag Plaza,PM10,16,Good,,
2020-07-26,North Braddock,PM10B,32,Good,,
2020-07-26,Lincoln,PM25,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-26,Parkway East,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-26,Lawrenceville 2,SO2,2,Good,,
2020-07-26,South Fayette,SO2,6,Good,,
2020-07-26,Flag Plaza,CO,4,Good,,
2020-07-26,Lawrenceville,OZONE,49,Good,,
2020-07-26,Glassport High Street,PM10,19,Good,,
2020-07-26,Liberty 2,PM25T,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-26,Liberty,SO2,24,Good,,
2020-07-26,Harrison Township,NO2,28,Good,,
2020-07-26,Parkway East,NO2,24,Good,,
2020-07-26,North Braddock,SO2,31,Good,,
2020-07-27,Lincoln,PM10,23,Good,,
2020-07-27,South Fayette,SO2,6,Good,,
2020-07-27,Flag Plaza,PM10,16,Good,,
2020-07-27,North Braddock,PM10B,38,Good,,
2020-07-27,Avalon,PM25T,36,Good,,
2020-07-27,Parkway East,CO,10,Good,,
2020-07-27,Lawrenceville,OZONE,38,Good,,
2020-07-27,Glassport High Street,PM10,18,Good,,
2020-07-27,Lawrenceville 2,CO,2,Good,,
2020-07-27,Liberty 2,PM10,26,Good,,
2020-07-27,Lincoln,PM25,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-27,Lawrenceville 2,SO2,2,Good,,
2020-07-27,Harrison Township,NO2,14,Good,,
2020-07-27,Parkway East,NO2,16,Good,,
2020-07-27,Liberty,SO2,27,Good,,
2020-07-27,Flag Plaza,CO,3,Good,,
2020-07-27,Harrison Township,OZONE,44,Good,,
2020-07-27,Liberty 2,PM25T,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-27,Parkway East,PM25T,44,Good,,
2020-07-27,Avalon,SO2,1,Good,,
2020-07-27,North Braddock,SO2,26,Good,,
2020-07-27,South Fayette,OZONE,40,Good,,
2020-07-28,Parkway East,CO,8,Good,,
2020-07-28,Lawrenceville 2,SO2,2,Good,,
2020-07-28,Flag Plaza,PM10,13,Good,,
2020-07-28,North Braddock,PM10B,38,Good,,
2020-07-28,Lincoln,PM10,22,Good,,
2020-07-28,South Fayette,SO2,4,Good,,
2020-07-28,Harrison Township,OZONE,44,Good,,
2020-07-28,Lincoln,PM25,38,Good,,
2020-07-28,Flag Plaza,CO,2,Good,,
2020-07-28,South Fayette,OZONE,43,Good,,
2020-07-28,Avalon,SO2,0,Good,,
2020-07-28,Avalon,PM25T,21,Good,,
2020-07-28,Liberty 2,PM25T,25,Good,,
2020-07-28,Lawrenceville 2,CO,2,Good,,
2020-07-28,Harrison Township,NO2,35,Good,,
2020-07-28,Parkway East,NO2,13,Good,,
2020-07-28,Lawrenceville,OZONE,43,Good,,
2020-07-28,Liberty 2,PM10,21,Good,,
2020-07-28,Parkway East,PM25T,28,Good,,
2020-07-28,North Braddock,SO2,33,Good,,
2020-07-28,Glassport High Street,PM10,14,Good,,
2020-07-28,Liberty,SO2,23,Good,,
2020-07-29,Lincoln,PM10,19,Good,,
2020-07-29,South Fayette,SO2,7,Good,,
2020-07-29,North Braddock,PM10B,48,Good,,
2020-07-29,Lawrenceville,PM25B,36,Good,,
2020-07-29,Avalon,PM25T,34,Good,,
2020-07-29,Harrison Township,NO2,37,Good,,
2020-07-29,Lincoln,PM25,48,Good,,
2020-07-29,Liberty 2,PM25T,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-29,Parkway East,PM25T,48,Good,,
2020-07-29,North Braddock,SO2,61,Moderate,,
2020-07-29,Flag Plaza,CO,3,Good,,
2020-07-29,Harrison Township,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-29,South Fayette,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-29,Flag Plaza,PM10,14,Good,,
2020-07-29,Avalon,SO2,1,Good,,
2020-07-29,Lawrenceville 2,SO2,3,Good,,
2020-07-29,Glassport High Street,PM10,14,Good,,
2020-07-29,Liberty,SO2,27,Good,,
2020-07-29,Lawrenceville 2,CO,3,Good,,
2020-07-29,Parkway East,NO2,19,Good,,
2020-07-29,Lawrenceville,OZONE,50,Good,,
2020-07-29,Liberty 2,PM10,25,Good,,
2020-07-29,Parkway East,CO,21,Good,,
2020-07-30,Flag Plaza,CO,3,Good,,
2020-07-30,Harrison Township,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-07-30,South Fayette,OZONE,49,Good,,
2020-07-30,Avalon,PM25T,47,Good,,
2020-07-30,Avalon,SO2,1,Good,,
2020-07-30,North Braddock,PM10B,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-30,South Fayette,SO2,23,Good,,
2020-07-30,Lincoln,PM10,21,Good,,
2020-07-30,Parkway East,CO,21,Good,,
2020-07-30,Flag Plaza,PM10,20,Good,,
2020-07-30,Parkway East,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-30,Lawrenceville 2,SO2,3,Good,,
2020-07-30,Lawrenceville 2,CO,3,Good,,
2020-07-30,Harrison Township,NO2,42,Good,,
2020-07-30,Parkway East,NO2,25,Good,,
2020-07-30,Liberty 2,PM10,31,Good,,
2020-07-30,North Braddock,SO2,34,Good,,
2020-07-30,Lawrenceville,OZONE,49,Good,,
2020-07-30,Glassport High Street,PM10,24,Good,,
2020-07-30,Lincoln,PM25,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-30,Liberty 2,PM25T,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2020-07-30,Liberty,SO2,36,Good,,
2020-07-31,North Braddock,PM10B,39,Good,,
2020-07-31,Liberty 2,PM25T,34,Good,,
2020-07-31,Parkway East,CO,12,Good,,
2020-07-31,Avalon,PM25T,37,Good,,
2020-07-31,Lawrenceville 2,CO,2,Good,,
2020-07-31,Parkway East,NO2,15,Good,,
2020-07-31,Liberty 2,PM10,27,Good,,
2020-07-31,Lincoln,PM10,20,Good,,
2020-07-31,Liberty,SO2,6,Good,,
2020-07-31,Lawrenceville,OZONE,44,Good,,
2020-07-31,Glassport High Street,PM10,22,Good,,
2020-07-31,Parkway East,PM25T,40,Good,,
2020-07-31,Flag Plaza,CO,3,Good,,
2020-07-31,Harrison Township,OZONE,43,Good,,
2020-07-31,South Fayette,OZONE,50,Good,,
2020-07-31,Flag Plaza,PM10,20,Good,,
2020-07-31,Lincoln,PM25,42,Good,,
2020-07-31,Avalon,SO2,0,Good,,
2020-07-31,Lawrenceville 2,SO2,4,Good,,
2020-07-31,North Braddock,SO2,7,Good,,
2020-07-31,Harrison Township,NO2,14,Good,,
2020-07-31,South Fayette,SO2,4,Good,,
2020-08-01,Parkway East,CO,6,Good,,
2020-08-01,Glassport High Street,PM10,13,Good,,
2020-08-01,Parkway East,NO2,8,Good,,
2020-08-01,Flag Plaza,PM10,14,Good,,
2020-08-01,North Braddock,PM10B,22,Good,,
2020-08-01,Lincoln,PM10,12,Good,,
2020-08-01,Lawrenceville 2,SO2,3,Good,,
2020-08-01,South Fayette,SO2,4,Good,,
2020-08-01,Flag Plaza,CO,5,Good,,
2020-08-01,South Fayette,OZONE,35,Good,,
2020-08-01,Avalon,SO2,0,Good,,
2020-08-01,Liberty,SO2,3,Good,,
2020-08-01,Harrison Township,NO2,16,Good,,
2020-08-01,Harrison Township,OZONE,30,Good,,
2020-08-01,Lincoln,PM25,33,Good,,
2020-08-01,Avalon,PM25T,30,Good,,
2020-08-01,Liberty 2,PM25T,31,Good,,
2020-08-01,North Braddock,SO2,3,Good,,
2020-08-01,Lawrenceville 2,CO,2,Good,,
2020-08-01,Lawrenceville,OZONE,31,Good,,
2020-08-01,Liberty 2,PM10,13,Good,,
2020-08-01,Parkway East,PM25T,34,Good,,
2020-08-02,North Braddock,PM10B,23,Good,,
2020-08-02,Flag Plaza,CO,5,Good,,
2020-08-02,Harrison Township,NO2,5,Good,,
2020-08-02,Lincoln,PM25,36,Good,,
2020-08-02,North Braddock,SO2,6,Good,,
2020-08-02,Flag Plaza,PM10,13,Good,,
2020-08-02,Lawrenceville 2,SO2,2,Good,,
2020-08-02,South Fayette,SO2,1,Good,,
2020-08-02,Parkway East,CO,5,Good,,
2020-08-02,Harrison Township,OZONE,33,Good,,
2020-08-02,South Fayette,OZONE,32,Good,,
2020-08-02,Glassport High Street,PM10,13,Good,,
2020-08-02,Avalon,SO2,0,Good,,
2020-08-02,Liberty,SO2,9,Good,,
2020-08-02,Lawrenceville 2,CO,2,Good,,
2020-08-02,Lawrenceville,OZONE,31,Good,,
2020-08-02,Liberty 2,PM10,11,Good,,
2020-08-02,Parkway East,PM25T,13,Good,,
2020-08-02,Parkway East,NO2,8,Good,,
2020-08-02,Avalon,PM25T,9,Good,,
2020-08-02,Liberty 2,PM25T,18,Good,,
2020-08-02,Lincoln,PM10,18,Good,,
2020-08-03,Flag Plaza,CO,3,Good,,
2020-08-03,Harrison Township,OZONE,48,Good,,
2020-08-03,South Fayette,OZONE,44,Good,,
2020-08-03,Parkway East,PM25T,35,Good,,
2020-08-03,Avalon,SO2,0,Good,,
2020-08-03,Liberty,SO2,11,Good,,
2020-08-03,Harrison Township,NO2,8,Good,,
2020-08-03,Lincoln,PM25,34,Good,,
2020-08-03,Liberty 2,PM25T,29,Good,,
2020-08-03,North Braddock,SO2,13,Good,,
2020-08-03,Lawrenceville,PM25B,26,Good,,
2020-08-03,North Braddock,PM10B,22,Good,,
2020-08-03,Lawrenceville 2,SO2,2,Good,,
2020-08-03,South Fayette,SO2,3,Good,,
2020-08-03,Parkway East,CO,5,Good,,
2020-08-03,Lawrenceville,OZONE,44,Good,,
2020-08-03,Glassport High Street,PM10,7,Good,,
2020-08-03,Parkway East,NO2,10,Good,,
2020-08-03,Lincoln,PM10,18,Good,,
2020-08-03,Flag Plaza,PM10,9,Good,,
2020-08-03,Avalon,PM25T,28,Good,,
2020-08-03,Lawrenceville 2,CO,2,Good,,
2020-08-03,Liberty 2,PM10,12,Good,,
2020-08-04,Flag Plaza,CO,3,Good,,
2020-08-04,Parkway East,NO2,14,Good,,
2020-08-04,Lincoln,PM10,12,Good,,
2020-08-04,Liberty 2,PM25T,28,Good,,
2020-08-04,Avalon,PM25T,23,Good,,
2020-08-04,Parkway East,CO,8,Good,,
2020-08-04,Harrison Township,OZONE,41,Good,,
2020-08-04,Lawrenceville,OZONE,39,Good,,
2020-08-04,South Fayette,OZONE,40,Good,,
2020-08-04,Glassport High Street,PM10,8,Good,,
2020-08-04,Lincoln,PM25,34,Good,,
2020-08-04,Parkway East,PM25T,29,Good,,
2020-08-04,Avalon,SO2,0,Good,,
2020-08-04,Liberty,SO2,3,Good,,
2020-08-04,Lawrenceville 2,CO,2,Good,,
2020-08-04,Liberty 2,PM10,13,Good,,
2020-08-04,Harrison Township,NO2,8,Good,,
2020-08-04,North Braddock,SO2,0,Good,,
2020-08-04,South Fayette,SO2,1,Good,,
2020-08-04,Flag Plaza,PM10,13,Good,,
2020-08-04,North Braddock,PM10B,22,Good,,
2020-08-04,Lawrenceville 2,SO2,1,Good,,
2020-08-05,Lawrenceville 2,CO,2,Good,,
2020-08-05,Parkway East,CO,8,Good,,
2020-08-05,Parkway East,NO2,16,Good,,
2020-08-05,Lawrenceville,OZONE,41,Good,,
2020-08-05,Glassport High Street,PM10,7,Good,,
2020-08-05,Lincoln,PM10,16,Good,,
2020-08-05,Flag Plaza,CO,3,Good,,
2020-08-05,North Braddock,PM10B,19,Good,,
2020-08-05,Lawrenceville 2,SO2,4,Good,,
2020-08-05,Harrison Township,NO2,5,Good,,
2020-08-05,Harrison Township,OZONE,44,Good,,
2020-08-05,Lincoln,PM25,43,Good,,
2020-08-05,Parkway East,PM25T,33,Good,,
2020-08-05,North Braddock,SO2,1,Good,,
2020-08-05,Liberty,SO2,3,Good,,
2020-08-05,South Fayette,SO2,3,Good,,
2020-08-05,Flag Plaza,PM10,11,Good,,
2020-08-05,Avalon,PM25T,27,Good,,
2020-08-05,Liberty 2,PM25T,26,Good,,
2020-08-05,South Fayette,OZONE,43,Good,,
2020-08-05,Liberty 2,PM10,10,Good,,
2020-08-05,Avalon,SO2,0,Good,,
2020-08-06,Flag Plaza,CO,3,Good,,
2020-08-06,Lawrenceville 2,SO2,2,Good,,
2020-08-06,Harrison Township,NO2,5,Good,,
2020-08-06,Parkway East,NO2,18,Good,,
2020-08-06,North Braddock,SO2,3,Good,,
2020-08-06,Harrison Township,OZONE,50,Good,,
2020-08-06,South Fayette,OZONE,49,Good,,
2020-08-06,Glassport High Street,PM10,7,Good,,
2020-08-06,South Fayette,SO2,3,Good,,
2020-08-06,Flag Plaza,PM10,13,Good,,
2020-08-06,North Braddock,PM10B,19,Good,,
2020-08-06,Lawrenceville 2,CO,2,Good,,
2020-08-06,Lawrenceville,OZONE,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2020-08-06,Liberty 2,PM10,13,Good,,
2020-08-06,Lincoln,PM25,34,Good,,
2020-08-06,Parkway East,PM25T,37,Good,,
2020-08-06,Parkway East,CO,8,Good,,
2020-08-06,Avalon,SO2,1,Good,,
2020-08-06,Lincoln,PM10,16,Good,,
2020-08-06,Liberty,SO2,4,Good,,
